university,college
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Dr. Maddigopalakrishna Reddy Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Dr.R.B.R.V.R.N.Edl.Academy Mahila Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Dr. SARVEPALLI RADHAKRISHNA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",FLAIZ ADVENTIST COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Gayatri Degree College, Kadiam, E.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",G.B.R.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",G.K.R.V. Degree & P.G. College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",G.K.R.V.M.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",G.M.R. MEMORIAL VIDYARDHI COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt. College, Rajahmundry "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",GOVT. DEGREE COLLEGE BUTTAIGUDEM
"Adikavi Nannaya University, Rajahmundry, East Godawari ",GOVT. DEGREE COLLEGE CHINTALAPUDI
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt. Degree College, Eluru "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Jaggampeta "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt. Degree College, Kommavarapukota "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Mandapeta "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Pithapuram "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Rajahmundry "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Rampachodavaram "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Ravulapalem "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Razole "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Seethanagaram "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt.Degree College, Tuni "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Govt. Degree College, Yelleswaram "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Grace Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Harward College of Science & Technology
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Harward Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",HIS Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Ideal College of Arts & Sciences
"Adikavi Nannaya University, Rajahmundry, East Godawari ",J.C.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",K.A. & H.L. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",K.G.R.L. COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",KGRL College (PG Courses)
"Adikavi Nannaya University, Rajahmundry, East Godawari ",K.P.R. & J.L. SIDDHARTHA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",K.S.N.R. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",LAMP Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",LITTLE FLOWER DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Little Rose Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Ln.G.V.Rao Modern Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",LUTHERN DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",MAA COMMERCE & SCIENCE DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Mahatma Gandhi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",MATTREDDY DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Minarva Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Miriam College of Education
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Miriam Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Mohan Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Montessori Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Mother College, (PG Courses) "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Mother Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",M.S.N.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",M.S.S.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",M.V.N.J.S & R.V.R Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",N.G.R.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",NOVA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",N.S.Z. COLLEGE OF MUSIC AND DANCE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Padmasri Dr. B.V. Raju Institute of Computer Education
"Adikavi Nannaya University, Rajahmundry, East Godawari ",P.E.S.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Pragathi Degree College, Kakinada, E.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Pragyna Degree college
"Adikavi Nannaya University, Rajahmundry, East Godawari ",PRAKASAM DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Pratibha Degree College, Kuyyeru(v), Kajukuru(M), E.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","P.R.Govt.Degree College, Kakinada "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",PRIYADARSHINI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",P.S.N. Murthy Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",P.S.N.Murthy Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",P.V.E.S. DEGREE COLLEGE FOR WOMEN
"Adikavi Nannaya University, Rajahmundry, East Godawari ",P.V.R.Trust Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Rajamahendri Degree College for Women
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Rajiv Gandhi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",RAJIV INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDY
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Rankireddy Pattabhiramaiah Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",R.R.D.S. GOVT. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Samhitha Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.A.S. GOVT. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SASI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sathabdhi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.C.I.M.Govt.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.D.V.R.R.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Siddardha Degree College, Tuni, East Godavari "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Siddhardha Degree College, Katrenikona, E.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Siddhardha Degree College, P.Gannavaram, E.G.Dist "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","SIDDHARTH DEGREE COLLEGE,West Godavari "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SIR C.R.R. COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sir CRR College for Women
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SIR C.R.R. COLLEGE FOR WOMEN
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.K.B.R.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.K.R.S. ORIENTAL COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.K.S.D. MAHILA KALASALA
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.K.V.R.R. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.K.V.T.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.M.B.T.A.V. & S.N. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.Alluru Varahalamma Memorial Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.Basava Mangayamma Memorial Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.B.S.R.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Smt.B.S.R.Degree College, Gokavaram "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.D.A.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt. GOTTUMUKKALA SARASWATHI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.J.B.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.K.R.College for Women
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.R.N.Memorial Degree College for Women
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt.Sakunthala Devi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt. SKR Degree & PG College for (W)
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Smt. Sumathi Memorial Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.N.M. Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SPACES Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.P.V.S.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SREE MARUTHI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sree Siddhartha Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sree Vidyaa Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI ABN & PRR COLLEGE OF SCIENCE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI CHALAPATI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Deepthi Mahila Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","SRI GOWTHAMI DEGREE COLELGE, NARSAPUR, W.G.DIST "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Gowthami Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Sri Gowthami Degree College, Jinnuru(V) "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Kadali Narayana Murthy Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI KAKATIYA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI KARIBANDI SUBBARAO MEMORIAL DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Kolla Veera Swamy Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI KRISHNA VENI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri N.S.N.Raju Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Padmavathi Mahila Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Raghavendra Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Raja Rajeswari Degre College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI RAMA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ","SRI RAMA DEGREE COLLEGE, TANUKU "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI RAMA KRISHNA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Ravi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","SRI SAI DEGREE COLLEGE, LINGAPALEM "
"Adikavi Nannaya University, Rajahmundry, East Godawari ","SRI SAI DEGREE COLLEGE, TANUKU, W.G.DISTRICT "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Sai Madhavi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Sri Sai Madhavi Degree College, Anaparthi "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Sai Santiniketan Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","Sri Shiridi Sai Degree College, Mummidivaram, E.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI SRINIVASA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI SURYA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Varupala Surya Rao Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI VELAGAPUDI RAMAKRISHNA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Venkatasai Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Venkateswara College of Arts & Science
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Sri Venkateswara Degree Collge
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI VIDYA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SRI Y.N. COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.R.V.B.S.J.B.Maharani College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",St. MARYS NIRMALA HRUDAYA MAHILA COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",St.Pauls Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",St. Vincent De-Paul College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",St. VINCENT DE PAUL DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SURYA DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SURYA DEGREE COLLEGE FOR WOMEN
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Suryaraya Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ","S.V. Degree Colelge, Bhimadole(V&M), W.G.Dist. "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.D. GOVT. DEGREE COLLEGE FOR WOMEN
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SVD&SGL College of Management & Technology (Formerly Samhitha College of Management & Technology
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.J.V. SANSKRIT COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SVKP & Dr. K.S. Raju Arts &Science College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.K.P. & Dr. K.S. RAJU ARTS & SCIENCE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.R.K. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.R.K. GOVT. DEGREE COLLEGE FOR MEN
"Adikavi Nannaya University, Rajahmundry, East Godawari ",SVS Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.S.S. ARTS & SCIENCE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",S.V.V.S.S.Devasthanam Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",The Amalapuram Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",TRIVENI DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Velangi Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Vignan Institute of Science & Arts
"Adikavi Nannaya University, Rajahmundry, East Godawari ",VIJNANA NILAYAM DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",VIKAS DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Vinuthna Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.K.V.Govt.Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.S.K. DEGREE COLLEGE
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.S.Lakshmi Degree College for Women
"Adikavi Nannaya University, Rajahmundry, East Godawari ",VSL Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.S.M.College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.S.R.Rural Degree College
"Adikavi Nannaya University, Rajahmundry, East Godawari ",V.V. GIRI GOVT. KALASALA
"Adikavi Nannaya University, Rajahmundry, East Godawari ","V.V.S. Degree College, U.Kothapalli "
"Adikavi Nannaya University, Rajahmundry, East Godawari ",Y.R.College of Arts & Science & Tech
"Adikavi Nannaya University, Rajahmundry, East Godawari ",YSR & BS DEGREE COLLEGE
"Alagappa University, Alagappa Nagar, Karaikudi ","Alagappa Government Arts College, Karaikudi "
"Alagappa University, Alagappa Nagar, Karaikudi ","ALAGAPPA UNIVERSITY EVENING COLLEGE, PARAMAKKUDI "
"Alagappa University, Alagappa Nagar, Karaikudi ","ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMANATHAPURAM "
"Alagappa University, Alagappa Nagar, Karaikudi ","ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMESWARAM "
